id,name,weight,measure,k
15081,"Fish, salmon, coho, wild, raw",85,3.0 oz,0.1
15101,"Fish, snapper, mixed species, raw",85,3.0 oz,0.1
13320,"Beef, variety meats and by-products, brain, cooked, simmered",85,3.0 oz,0.1
15016,"Fish, cod, Atlantic, cooked, dry heat",85,3.0 oz,0.1
15094,"Fish, shad, american, raw",85,3.0 oz,0.1
15221,"Fish, tuna, yellowfin, fresh, cooked, dry heat",85,3.0 oz,0.1
15001,"Fish, anchovy, european, raw",85,3.0 oz,0.1
93600,"Turtle, green, raw",85,3.0 oz,0.1
15253,"Salmon, sockeye, canned, total can contents",85,3.0 oz,0.1
15146,"Crustaceans, crayfish, mixed species, wild, cooked, moist heat",85,3.0 oz,0.1
15086,"Fish, salmon, sockeye, cooked, dry heat",85,3.0 oz,0.1
15104,"Fish, sturgeon, mixed species, raw",85,3.0 oz,0.1
15237,"Fish, salmon, Atlantic, farmed, cooked, dry heat",85,3.0 oz,0.1
15017,"Fish, cod, Atlantic, canned, solids and liquid",85,3.0 oz,0.1
15095,"Fish, shark, mixed species, raw",85,3.0 oz,0.1
15038,"Fish, halibut, Greenland, raw",85,3.0 oz,0.1
15130,"Fish, whitefish, mixed species, raw",85,3.0 oz,0.1
15090,"Fish, scup, raw",85,3.0 oz,0.1
15230,"Mollusks, octopus, common, cooked, moist heat",85,3.0 oz,0.1
15264,"Salmon, sockeye, canned, drained solids, without skin and bones",85,3.0 oz,0.1
15062,"Fish, pike, northern, raw",85,3.0 oz,0.1
15260,"Fish, salmon, pink, canned, drained solids",85,3.0 oz,0.1
15087,"Fish, salmon, sockeye, canned, drained solids",85,3.0 oz,0.1
15110,"Fish, swordfish, raw",85,3.0 oz,0.1
15247,"Fish, salmon, coho, wild, cooked, dry heat",85,3.0 oz,0.1
15105,"Fish, sturgeon, mixed species, cooked, dry heat",85,3.0 oz,0.1
15050,"Fish, mackerel, Pacific and jack, mixed species, raw",85,3.0 oz,0.1
15135,"Fish, yellowtail, mixed species, raw",85,3.0 oz,0.1
15080,"Fish, salmon, chum, canned, drained solids with bone",85,3.0 oz,0.1
15099,"Fish, smelt, rainbow, raw",85,3.0 oz,0.1
15015,"Fish, cod, Atlantic, raw",85,3.0 oz,0.1
10877,"Pork, cured, ham and water product, rump, bone-in, separable lean only, heated, roasted",85,1.0 serving (3 oz),0.1
15265,"Fish, Salmon, pink, canned, drained solids, without skin and bones",85,3.0 oz,0.1
15008,"Fish, carp, raw",85,3.0 oz,0.1
1255,"Egg, whole, raw, frozen, salted, pasteurized",28,1.0 oz,0.1
19871,"Frozen novelties, No Sugar Added, FUDGSICLE pops",84,1.0 serving,0.1
7010,"Bologna, pork",28,"1.0 slice, medium (4-1/2"" dia x 1/8"" thick) (1 oz)",0.1
42161,"Bologna, beef, low fat",28,1.0 slice,0.1
7011,"Bologna, turkey",28,0.99 oz 1 serving,0.1
1171,"Egg, whole, raw, frozen, pasteurized",28,1.0 oz,0.1
1178,"Sour cream, reduced fat",12,1.0 tablespoon,0.1
14347,"Shake, fast food, vanilla",20.8,1.0 fl oz,0.1
23053,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, raw",41,1.0 medallion,0.1
4047,"Oil, coconut",13.6,1.0 tbsp,0.1
8018,"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN",27,0.75 cup (1 NLEA serving),0.1
3143,"Babyfood, fruit, applesauce and apricots, junior",16,1.0 tbsp,0.1
11677,"Shallots, raw",10,1.0 tbsp chopped,0.1
3116,"Babyfood, fruit, applesauce, strained",16,1.0 tbsp,0.1
6175,"Sauce, hoisin, ready-to-serve",16,1.0 tbsp,0.1
23034,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, choice, raw",40,1.0 medallion,0.1
42204,"Rice cake, cracker (include hain mini rice cakes)",4.2,1.0 cubic inch,0.1
15114,"Fish, trout, mixed species, raw",79,1.0 fillet,0.1
15020,"Fish, croaker, Atlantic, raw",79,1.0 fillet,0.1
15240,"Fish, trout, rainbow, farmed, raw",79,1.0 fillet,0.1
28341,"Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch",78,1.0 roll,0.1
3289,"Babyfood, apples with ham, strained",15,1.0 tbsp,0.1
9328,"Maraschino cherries, canned, drained",5,1.0 cherry (NLEA serving),0.1
7063,"Pork sausage, link/patty, unprepared",25,1.0 link,0.1
43523,"Babyfood, mixed fruit yogurt, strained",15,1.0 tbsp,0.1
43546,"Babyfood, banana no tapioca, strained",15,1.0 tbsp,0.1
6128,"Soup, chicken noodle, dry, mix",74,1.0 packet,0.1
14292,"Lemonade, frozen concentrate, white",36.5,1.0 fl oz,0.1
15133,"Fish, whiting, mixed species, cooked, dry heat",72,1.0 fillet,0.1
15241,"Fish, trout, rainbow, farmed, cooked, dry heat",71,1.0 fillet,0.1
14424,"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate. Not manufactured anymore.",35.3,1.0 fl oz,0.1
14262,"Beverages, citrus fruit juice drink, frozen concentrate",35.2,1.0 fl oz,0.1
2046,"Mustard, prepared, yellow",5,1.0 tsp or 1 packet,0.1
27050,"Sauce, sweet and sour, ready-to-serve",35,2.0 Tbsp,0.1
19345,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",35,2.0 tbsp,0.1
23065,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",34,1.0 medallion,0.1
4661,"Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners",13.6,1.0 tbsp,0.1
4659,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",13.6,1.0 tbsp,0.1
4646,"Oil, industrial, coconut, principal uses candy coatings, oil sprays, roasting nuts",13.6,1.0 tbsp,0.1
8643,"Cereals ready-to-eat, GENERAL MILLS, Honey KIX",33,1.25 cup (1 NLEA serving),0.1
2055,"Horseradish, prepared",5,1.0 tsp,0.1
43401,"Beverages, coffee, instant, with whitener, reduced calorie",1.7,1.0 tsp dry,0.1
43432,"Babyfood, dinner, macaroni, beef and tomato sauce, toddler",16,1.0 tbsp,0.1
23054,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",32,1.0 medallion,0.1
42120,"Babyfood, mixed fruit juice with low fat yogurt",31.5,1.0 fl oz,0.1
19300,Jellies,21,1.0 serving 1 tbsp,0.1
14282,"Beverages, grape juice drink, canned",31.3,1.0 fl oz,0.1
43535,"Babyfood, juice, apple - cherry",31.2,1.0 fl oz,0.1
8409,"Cereals ready-to-eat, MALT-O-MEAL, Frosted Flakes",31,0.75 cup (1 NLEA serving),0.1
8047,"Cereals ready-to-eat, QUAKER, KING VITAMAN",31,1.5 cup (1 NLEA serving),0.1
14460,"Beverages, PEPSICO QUAKER, Gatorade, G performance O 2, ready-to-drink.",30.5,1.0 fl oz,0.1
1210,"Egg Mix, USDA Commodity",8.6,1.0 tbsp,0.1
8309,"Cereals ready-to-eat, KELLOGG, KELLOGG'S HONEY CRUNCH CORN FLAKES",30,0.75 cup (1 NLEA serving),0.1
15060,"Fish, perch, mixed species, raw",60,1.0 fillet,0.1
8048,"Cereals ready-to-eat, GENERAL MILLS, KIX",30,1.25 cup (1 NLEA serving),0.1
11255,"Lotus root, cooked, boiled, drained, without salt",60,0.5 cup,0.1
15067,"Fish, pollock, Alaska, cooked, dry heat (may have been previously frozen)",60,1.0 fillet,0.1
23035,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",30,1.0 medallion,0.1
3128,"Babyfood, fruit, apricot with tapioca, junior",15,1.0 tbsp,0.1
1179,"Sour cream, light",12,1.0 tablespoon,0.1
3118,"Babyfood, fruit, apricot with tapioca, strained",15,1.0 tbsp,0.1
8069,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED FLAKES",30,0.75 cup ( 1 NLEA serving),0.1
43006,"Babyfood, fruit, tutti frutti, strained",15,1.0 tbsp,0.1
14243,"Cranberry juice cocktail, bottled, low calorie, with calcium, saccharin and corn sweetener",29.6,1.0 fl oz,0.1
43497,"Jellyfish, dried, salted",58,1.0 cup,0.1
18069,"Bread, white, commercially prepared (includes soft bread crumbs)",29,1.0 slice,0.1
1199,"Cream, half and half, fat free",29,2.0 tbsp,0.1
8106,"Cereals, CREAM OF WHEAT, instant, dry",11.5,1.0 tbsp,0.1
1110,"Milk shakes, thick chocolate",28.4,1.0 fl oz,0.1
1111,"Milk shakes, thick vanilla",28.4,1.0 fl oz,0.1
18175,"Cookies, ladyfingers, with lemon juice and rind",28.35,1.0 oz,0.1
3225,"Babyfood, dessert, cherry vanilla pudding, junior",28.35,1.0 oz,0.1
18133,"Cake, sponge, commercially prepared",28.35,1.0 oz,0.1
18055,"Bread, reduced-calorie, wheat",28.35,1.0 oz,0.1
3089,"Babyfood, dinner, macaroni and cheese, strained",28.35,1.0 oz,0.1
15121,"Fish, tuna, light, canned in water, drained solids",28.35,1.0 oz,0.1
5335,"Chicken, feet, boiled",28.35,1.0 oz,0.1
3694,"Babyfood, cereal, rice, prepared with whole milk",28.35,1.0 oz,0.1
3090,"Babyfood, dinner, macaroni and cheese, junior",28.35,1.0 oz,0.1
19433,"Tortilla chips, low fat, baked without fat",28.35,1.0 oz,0.1
3224,"Babyfood, dessert, cherry vanilla pudding, strained",28.35,1.0 oz,0.1
35234,"Piki bread, made from blue cornmeal (Hopi)",28,1.0 piece,0.1
3181,"Babyfood, cereal, barley, dry fortified",2.4,1.0 tbsp,0.1
1223,"Protein supplement, milk based, Muscle Milk, powder",11,1.0 tbsp,0.1
8012,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH",27,0.75 cup (1 NLEA serving),0.1
8059,"Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP",27,1.0 cup (1 NLEA serving),0.1
8501,"Cereals ready-to-eat, MALT-O-MEAL, Fruity DYNO-BITES",27,0.75 cup,0.1
8102,"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",10.6,1.0 tbsp,0.1
7962,"Frankfurter, meat and poultry, unheated",51,1.0 frankfurter,0.1
15058,"Fish, ocean perch, Atlantic, cooked, dry heat",50,1.0 fillet,0
3021,"Babyfood, meat, meat sticks, junior",10,1.0 stick,0
18088,"Cake, angelfood, dry mix, prepared",50,"1.0 piece (1/12 of 10"" dia)",0
3209,"Babyfood, crackers, vegetable",0.7,1.0 cracker,0
44258,"Puddings, chocolate flavor, low calorie, regular, dry mix",9.9,1.0 serving,0
14236,"Beverages, coffee substitute, cereal grain beverage, powder",3,1.0 tsp (1 serving),0
3147,"Babyfood, fruit, applesauce with banana, junior",16,1.0 tbsp,0
3117,"Babyfood, fruit, applesauce, junior",16,1.0 tbsp,0
4624,"Margarine-like, vegetable oil spread, fat free, liquid, with salt",15,1.0 tbsp,0
11806,"Onions, frozen, chopped, cooked, boiled, drained, with salt",15,1.0 tbsp chopped,0
43544,"Babyfood, cereal, rice with pears and apple, dry, instant fortified",15,1.0 serving,0
8100,"Cereals, CREAM OF RICE, dry",45,0.25 cup (1 NLEA serving),0
19382,"Candies, taffy, prepared-from-recipe",15,1.0 piece,0
11288,"Onions, frozen, chopped, cooked, boiled, drained, without salt",15,1.0 tbsp chopped,0
80200,"Frog legs, raw",45,1.0 leg,0
3189,"Babyfood, cereal, oatmeal, dry fortified",3.2,1.0 tbsp,0
18217,"Crackers, matzo, plain",14.2,0.5 oz,0
6122,"Gravy, mushroom, dry, powder",21,1.0 cup (8 fl oz),0
19924,"Syrup, NESTLE, chocolate",20,1.0 tablespoon,0
3014,"Babyfood, meat, chicken sticks, junior",10,1.0 stick,0
9165,"Litchis, dried",2.5,1.0 fruit,0
1144,"Egg substitute, powder",9.9,0.35 oz,0
44061,"Puddings, chocolate flavor, low calorie, instant, dry mix",9.9,1.0 serving,0
5107,"Chicken, broilers or fryers, wing, meat only, cooked, roasted",13,1.0 unit (yield from 1 lb ready-to-cook chicken),0
18087,"Cake, angelfood, dry mix",38,1.0 serving,0
1061,"Cheese, American, nonfat or fat free",19,1.0 serving,0
44110,"Jellies, reduced sugar, home preserved",19,1.0 tbsp,0
9195,"Olives, pickled, canned or bottled, green",2.7,1.0 olive,0
43529,"Babyfood, rice and apples, dry",2.5,1.0 tbsp,0
3185,"Babyfood, cereal, mixed, dry fortified",2.5,1.0 tbsp,0
14542,"Lemonade, frozen concentrate, pink",36.4,1.0 fl oz,0
14426,"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate",36.3,1.0 fl oz,0
1186,"Cheese, cream, fat free",18,1.0 tbsp,0
11640,"Shallots, freeze-dried",0.9,1.0 tbsp,0
8116,"Cereals, MALT-O-MEAL, original, plain, dry",35,3.0 tbsp (1 NLEA serving),0
14194,"Beverages, Cocoa mix, powder, prepared with water",34.3,1.0 fl oz,0
14218,"Beverages, coffee, instant, decaffeinated, powder",1.8,1.0 tsp rounded,0
8493,"Cereals ready-to-eat, MALT-O-MEAL, Apple ZINGS",33,1.0 cup (1 NLEA serving),0
14390,"Beverages, cocoa mix, with aspartame, powder, prepared with water",32.1,1.0 fl oz,0
3195,"Babyfood, cereal, rice, with applesauce and bananas, strained",16,1.0 tbsp,0
8349,"Cereals ready-to-eat, MALT-O-MEAL, TOOTIE FRUITIES",32,1.0 cup (1 NLEA serving),0
8057,"Cereals ready-to-eat, GENERAL MILLS, Honey Nut CHEX",32,0.75 cup (1 NLEA serving),0
14017,"Alcoholic beverage, pina colada, prepared-from-recipe",31.4,1.0 fl oz,0
14334,"Beverages, pineapple and grapefruit juice drink, canned",31.3,1.0 fl oz,0
14341,"Beverages, pineapple and orange juice drink, canned",31.3,1.0 fl oz,0
3174,"Babyfood, juice, orange and apple and banana",31.2,1.0 fl oz,0
3172,"Babyfood, juice, orange",31.2,1.0 fl oz,0
14327,"Beverages, orange and apricot juice drink, canned",31.2,1.0 fl oz,0
3267,"Babyfood, juice, fruit punch, with calcium",31.2,1.0 fl oz,0
8019,"Cereals ready-to-eat, GENERAL MILLS, Corn CHEX",31,1.0 cup (1 NLEA serving),0
8067,"Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K",31,1.0 cup (1 NLEA serving),0
14263,"Beverages, citrus fruit juice drink, frozen concentrate, prepared with water",31,1.0 fl oz,0
8014,"Cereals ready-to-eat, KELLOGG, KELLOGG'S COCOA KRISPIES",31,0.75 cup (1 NLEA serving),0
14010,"Alcoholic beverage, daiquiri, prepared-from-recipe",30.2,1.0 fl oz,0
1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",30,0.25 cup,0
42150,"Babyfood, apple yogurt dessert, strained",15,1.0 tbsp,0
3280,"Babyfood, fruit, bananas with tapioca, junior",15,1.0 tbsp,0
43004,"Babyfood, dessert, banana pudding, strained",15,1.0 tbsp,0
8032,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED RICE KRISPIES",30,0.75 cup (1 NLEA serving),0
1154,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",30,0.25 cup,0
43346,"Frozen novelties, juice type, orange",29.8,1.0 fl oz,0
14201,"Beverages, coffee, brewed, prepared with tap water, decaffeinated",29.6,1.0 fl oz,0
14210,"Beverages, coffee, brewed, espresso, restaurant-prepared",29.6,1.0 fl oz,0
14202,"Beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated",29.6,1.0 fl oz,0
14209,"Beverages, coffee, brewed, prepared with tap water",29.6,1.0 fl oz,0
8160,"Cereals, corn grits, yellow, regular and quick, unenriched, dry",9.7,1.0 tbsp,0
8259,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CRISPIX",29,1.0 cup (1 NLEA serving),0
15085,"Fish, salmon, sockeye, raw",28.35,"1.0 oz, boneless",0
15106,"Fish, sturgeon, mixed species, smoked",28.35,1.0 oz,0
15127,"Fish, tuna, fresh, yellowfin, raw",28.35,"1.0 oz, boneless",0
15028,"Fish, flatfish (flounder and sole species), raw",28.35,"1.0 oz, boneless",0
15109,"Fish, surimi",28.35,1.0 oz,0
15055,"Fish, mullet, striped, raw",28.35,1.0 oz,0
15048,"Fish, mackerel, jack, canned, drained solids",28.35,"1.0 oz, boneless",0
15077,"Fish, salmon, chinook, smoked",28.35,"1.0 oz, boneless",0
15014,"Fish, cisco, smoked",28.35,1.0 oz,0
15035,"Fish, haddock, smoked",28.35,"1.0 oz, boneless",0
15201,"Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat",28.35,"1.0 oz, boneless",0
15057,"Fish, ocean perch, Atlantic, raw",28.35,"1.0 oz, boneless",0
18451,"Cake, pound, commercially prepared, fat-free",28.35,1.0 oz,0
15042,"Fish, herring, Atlantic, kippered",28.35,"1.0 oz, boneless",0
15039,"Fish, herring, Atlantic, raw",28.35,"1.0 oz, boneless",0
15068,"Fish, pompano, florida, raw",28.35,"1.0 oz, boneless",0
7959,"Bologna, chicken, pork, beef",28,1.0 serving,0
15072,"Fish, roe, mixed species, raw",14,1.0 tbsp,0
10998,"Canadian bacon, cooked, pan-fried",13.8,1.0 slice,0
1140,"Egg, quail, whole, fresh, raw",9,1.0 egg,0
6958,"Gravy, instant beef, dry",6.7,1.0 serving,0
6124,"Gravy, pork, dry, powder",6.7,1.0 serving,0
14055,"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",26,1.0 scoop,0
42285,"Babyfood, cereal, brown rice, dry, instant",3.7,1.0 tbsp,0
15231,"Mollusks, oyster, Pacific, cooked, moist heat",25,1.0 medium,0
6957,"Gravy, brown instant, dry",6.7,1.0 serving,0
1185,"Parmesan cheese topping, fat free",5,1.0 tablespoon,0
12116,"Nuts, coconut cream, canned, sweetened",19,1.0 tbsp,0
14203,"Beverages, coffee, instant, regular, half the caffeine",1,1.0 tsp,0
14214,"Beverages, coffee, instant, regular, powder",1,1.0 tsp,0
5353,"USDA Commodity, chicken fajita strips, frozen",9.4,1.0 strip,0
15149,"Crustaceans, shrimp, mixed species, raw (may have been previously frozen)",6,1.0 medium,0
42192,"Salad dressing, blue or roquefort cheese dressing, fat-free",17,1.0 tbsp,0
18375,"Leavening agents, yeast, baker's, active dry",4,1.0 tsp,0
19102,"Candies, fudge, peanut butter, prepared-from-recipe",16,1.0 piece,0
4367,"Salad dressing, french dressing, fat-free",16,1.0 tablespoon,0
43539,"Babyfood, dessert, banana yogurt, strained",15,1.0 tbsp,0
9153,"Lemon juice from concentrate, canned or bottled",15,1.0 tbsp,0
9524,"Lemon juice from concentrate, bottled, REAL LEMON",15,1.0 tbsp,0
43550,"Babyfood, banana apple dessert, strained",15,1.0 tbsp,0
4631,"Margarine-like, vegetable oil spread, fat-free, tub",14.6,1.0 tbsp,0
2021,"Spices, ginger, ground",1.8,1.0 tsp,0
43078,"Beverage, milkshake mix, dry, not chocolate",7,1.0 tbsp,0
8066,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice",14,0.75 cup (1 NLEA serving),0
3194,"Babyfood, cereal, Rice, dry, fortified",2.5,1.0 tbsp,0
2020,"Spices, garlic powder",3.1,1.0 tsp,0
1200,Reddi Wip Fat Free Whipped Topping,4,1.0 tablespoon,0
6169,"Sauce, ready-to-serve, pepper, TABASCO",4.7,1.0 tsp,0
10860,"Pork, cured, bacon, cooked, baked",8.1,1.0 slice cooked,0
43378,"Pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium",8,1.0 slice cooked,0
11216,"Ginger root, raw",2,1.0 tsp,0
10962,"Pork, Leg sirloin tip roast, boneless, separable lean and fat, cooked, braised",85,3.0 oz,0
14366,"Beverages, tea, instant, unsweetened, powder",0.7,1.0 serving 1 tsp,0
5743,"Turkey, retail parts, thigh, meat and skin, cooked, roasted",85,3.0 oz,0
20310,"Noodles, egg, cooked, enriched, with added salt",160,1.0 cup,0
9156,"Lemon peel, raw",6,1.0 tbsp,0
10052,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw",85,3.0 oz,0
3129,"Babyfood, fruit, bananas with tapioca, strained",15,1.0 tbsp,0
11269,"Mushrooms, shiitake, cooked, without salt",145,1.0 cup pieces,0
10208,"Pork, fresh, loin, country-style ribs, separable lean only, cooked, braised",80,"1.0 rib without refuse (yield from 1 cooked rib, with refuse, weighing 141g)",0
5706,"Turkey, whole, meat and skin, with added solution, raw",85,3.0 oz,0
43325,"Pork, cured, ham, boneless, low sodium, extra lean and regular, roasted",28.35,"1.0 oz, boneless",0
7024,"Frankfurter, chicken",85,3.0 oz,0
14151,"Beverages, carbonated, low calorie, other than cola or pepper, with aspartame, contains caffeine",29.6,1.0 fl oz,0
10017,"Pork, fresh, leg (ham), shank half, separable lean and fat, cooked, roasted",85,3.0 oz,0
10928,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted",85,1.0 serving (3 oz),0
1136,"Egg, white, dried, powder, stabilized, glucose reduced",107,"1.0 cup, sifted",0
14279,"Beverages, tea, black, ready-to-drink, peach, diet",268,1.0 cup,0
5709,"Turkey, retail parts, breast, meat only, with added solution, cooked, roasted",85,3.0 oz,0
1259,"Cheese spread, American or Cheddar cheese base, reduced fat",21,1.0 piece,0
10141,"Pork, cured, ham, center slice, country-style, separable lean only, raw",28.35,1.0 oz,0
19116,"Candies, marshmallows",50,1.0 cup of miniature,0
43134,Vegetarian fillets,85,1.0 fillet,0
14060,"Beverages, Energy Drink with carbonated water and high fructose corn syrup",240,8.0 fl oz,0
5173,"Turkey, gizzard, all classes, raw",63,1.0 raw gizzard,0
10890,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, unheated",85,3.0 oz,0
14063,"Beverages, chocolate powder, no sugar added",11,2.0 tbsp,0
10986,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled",122,1.0 rack,0
23052,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",85,1.0 serving (3 oz),0
4679,"Oil, PAM cooking spray, original",0.3,"1.0 spray , about 1/3 second (1 NLEA serving)",0
20510,"Noodles, egg, cooked, unenriched, with added salt",160,1.0 cup,0
10068,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",145,1.0 chop,0
6456,"Soup, cream of shrimp, canned, prepared with equal volume water",244,1.0 cup,0
14006,"Alcoholic beverage, beer, light",29.5,1.0 fl oz,0
10227,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",85,3.0 oz,0
5344,"Chicken, broilers or fryers, skin only, cooked, rotisserie, original seasoning",28.35,1.0 oz,0
21464,"Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed",142,1.0 breast without skin,0
10033,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised",85,3.0 oz,0
10946,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution, raw",85,3.0 oz,0
8672,"Cereals ready-to-eat, MALT-O-MEAL, CHOCOLATE MARSHMALLOW MATEYS",30,0.75 cup (1 NLEA serving),0
5726,"Turkey, thigh, from whole bird, meat only, with added solution, raw",85,3.0 oz,0
12065,"Nuts, almonds, oil roasted, without salt added",157,1.0 cup whole kernels,0
2005,"Spices, caraway seed",2.1,1.0 tsp,0
10180,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, pan-fried",85,3.0 oz,0
9127,"Grapefruit juice, pink or red, with added calcium",240,8.0 fl oz,0
6174,"Soup, stock, fish, home-prepared",233,1.0 cup,0
10909,"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, unheated",28.35,1.0 oz whole,0
19361,"Syrups, table blends, cane and 15% maple",315,1.0 cup,0
15148,"Crustaceans, lobster, northern, cooked, moist heat",145,1.0 cup,0
14092,"Beverages, chocolate almond milk, unsweetened, shelf-stable, fortified with vitamin D2 and E",240,1.0 cup,0
3245,"Babyfood, dessert, custard pudding, vanilla, strained",229,1.0 cup,0
10912,"Pork, cured, ham -- water added, rump, bone-in, separable lean and fat, unheated",28.35,1.0 oz,0
16082,"Noodles, chinese, cellophane or long rice (mung beans), dehydrated",140,1.0 cup,0
44018,"Sweeteners, tabletop, fructose, liquid",0.1,1.0 serving,0
9220,"Tangerines, (mandarin oranges), canned, light syrup pack",252,1.0 cup,0
10087,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",85,3.0 oz,0
43046,"Candies, nougat, with almonds",14,1.0 piece,0
8113,"Cereals, farina, enriched, cooked with water, without salt",240,1.0 cup,0
14036,"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",414,14.0 fl oz,0
14551,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof",27.8,1.0 fl oz,0
10874,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",85,1.0 serving (3 oz),0
14355,"Beverages, tea, black, brewed, prepared with tap water",29.6,1.0 fl oz,0
5740,"Turkey, thigh, from whole bird, meat only, raw",85,3.0 oz,0
12132,"Nuts, macadamia nuts, dry roasted, without salt added",132,"1.0 cup, whole or halves",0
23033,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",85,1.0 serving (3 oz),0
9152,"Lemon juice, raw",244,1.0 cup,0
10049,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",85,3.0 oz,0
11266,"Mushrooms, brown, italian, or crimini, raw",87,1.0 cup whole,0
10205,"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",86,"1.0 rib without refuse (Yield from 1 cooked rib, with refuse, weighing 140g)",0
5703,"Turkey from whole, light meat, meat and skin, with added solution, cooked, roasted",85,3.0 oz,0
14147,"Beverages, carbonated, cola, without caffeine",30.7,1.0 fl oz,0
10014,"Pork, fresh, leg (ham), rump half, separable lean only, raw",85,3.0 oz,0
10925,"Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, heated, pan-broil",85,1.0 serving (3 oz),0
6080,"Soup, chicken broth or bouillon, dry",4,1.0 cube,0
14276,"Beverages, Tropical Punch, ready-to-drink",210,1.0 NLEA Serving,0
10134,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",140,1.0 cup,0
19113,"Syrups, table blends, pancake, with butter",73,1.0 serving 1/4 cup,0
43130,"Frankfurter, meatless",140,"1.0 cup, sliced",0
14057,"Alcoholic beverage, wine, dessert, sweet",29.5,1.0 fl oz,0
14629,"Beverages, Energy drink, ROCKSTAR",31,1.0 fl oz,0
5170,"Turkey, skin from whole (light and dark), roasted",85,1.0 serving,0
11798,"Mushrooms, shiitake, cooked, with salt",145,1.0 cup pieces,0
10887,"Pork, cured, ham and water product, rump, bone-in, separable lean only, unheated",28.35,1.0 oz,0
43514,"Frozen novelties, ice type, pop, with low calorie sweetener",55,1.0 serving 1.75 fl oz pop,0
14221,"Beverages, OCEAN SPRAY, Diet Cranberry Juice",237,8.0 fl oz,0
10983,"Pork, fresh, loin, blade (roasts), boneless, separable lean only, cooked, roasted",85,3.0 oz,0
7932,"Chicken breast, fat-free, mesquite flavor, sliced",42,1.0 serving 2 slices,0
12529,"Seeds, sesame seed kernels, toasted, with salt added (decorticated)",128,1.0 cup,0
23049,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,0
2050,Vanilla extract,4.2,1.0 tsp,0
10065,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",85,3.0 oz,0
14416,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine",29.6,1.0 fl oz,0
